"location","source","target"
"app/templates/views/api/index.html:40 app/templates/views/api/safelist.html:10 app/templates/views/api/safelist.html:16","Safelist",""
"app/templates/views/api/index.html:43","A safelist lets you send test notifications to specific people.",""
"app/templates/views/api/index.html:55","Callbacks let you know whether GC Notify was able to deliver notifications.",""
"app/templates/views/api/index.html:62","Your API rate limit is {} calls per minute",""
"app/templates/views/api/index.html:69","Message log",""
"app/templates/views/api/index.html:73","Refresh",""
"app/templates/views/api/index.html:80","When you send messages via the API they’ll appear here.",""
"app/templates/views/api/index.html:83 app/templates/views/api/index.html:133","GC Notify deletes messages after 7 days.",""
"app/templates/views/api/index.html:115","View",""
"app/templates/views/api/index.html:129","Only showing the first 50 messages.",""
"app/templates/views/api/keys.html:19","Secure your <a href='https://documentation.notification.canada.ca/en/keys.html#security' class='govuk-link' target='_blank' rel='noopener noreferrer'>API keys</a>",""
"app/templates/views/api/keys.html:21","Keep API keys in an encrypted file that’s only for authorized staff. Do not share by email, support tickets or put in plain text in a source code repository.",""
"app/templates/views/api/keys.html:22","Rotate keys whenever anyone with key access leaves your team.",""
"app/templates/views/api/keys.html:23","Give third-party users a unique API key.",""
"app/templates/views/api/keys.html:28","Create an API key to connect your web application or back-office system with GC Notify. Learn more in the <a href='{}'>API key documentation</a>.",""
"app/templates/views/api/keys.html:32","Create API key",""
"app/templates/views/api/keys.html:36","You have not created any API keys yet",""
"app/templates/views/api/keys.html:39","Existing API keys",""
"app/templates/views/api/keys.html:49","Revoked",""
"app/templates/views/api/keys.html:53","Revoke",""
"app/templates/views/api/keys.html:65","Recent activity:",""
"app/templates/views/api/keys.html:67","total sends in the last 7 days",""
"app/templates/views/api/keys.html:68","sms",""
"app/templates/views/api/keys.html:74","Key type:",""
"app/templates/views/api/keys.html:90","Manage templates",""
"app/templates/views/api/keys.html:96","Created:",""
"app/templates/views/api/keys.html:105","Expires:",""
"app/templates/views/api/keys.html:114","Last used:",""
"app/templates/views/api/safelist.html:23","There was a problem with your safelist",""
"app/templates/views/api/safelist.html:25","Fix these errors:",""
"app/templates/views/api/safelist.html:29","Enter valid email addresses",""
"app/templates/views/api/safelist.html:34","Enter valid phone numbers",""
"app/templates/views/api/safelist.html:42","Use a <a href='{}'>team and safelist API key</a> to limit sending to a few specific people.",""
"app/templates/views/api/safelist.html:46","You and members of",""
"app/templates/views/api/safelist.html:47","your team",""
"app/templates/views/api/safelist.html:48","are included in the safelist automatically.",""
"app/templates/views/api/safelist.html:56","Add email addresses to your safelist",""
"app/templates/views/api/safelist.html:61 app/templates/views/api/safelist.html:70","Enter up to {} {}",""
"app/templates/views/api/safelist.html:65","Add mobile numbers to your safelist",""
"app/templates/views/api/callbacks/delivery-status-callback.html:9 app/templates/views/api/callbacks/delivery-status-callback.html:15","Callbacks for delivery receipts",""
"app/templates/views/api/callbacks/delivery-status-callback.html:22","When you send an email or text message, find out if GC Notify was able to deliver it with callbacks. Learn more in the <a href='{}'>callbacks documentation</a>.",""
"app/templates/views/api/callbacks/delivery-status-callback.html:25","Add an endpoint where GC Notify should send POST requests",""
"app/templates/views/api/callbacks/delivery-status-callback.html:34 app/templates/views/api/callbacks/received-text-messages-callback.html:29","Add a secret value for authentication",""
"app/templates/views/api/callbacks/delivery-status-callback.html:36 app/templates/views/api/callbacks/received-text-messages-callback.html:31","At least 10 characters",""
"app/templates/views/api/callbacks/delivery-status-callback.html:43 app/templates/views/api/callbacks/received-text-messages-callback.html:38","Test response time",""
"app/templates/views/api/callbacks/received-text-messages-callback.html:8 app/templates/views/api/callbacks/received-text-messages-callback.html:13","Callbacks for received text messages",""
"app/templates/views/api/callbacks/received-text-messages-callback.html:19","When you receive a text message in GC Notify, we can forward it to your system. Learn more in the",""
"app/templates/views/api/callbacks/received-text-messages-callback.html:19","callbacks documentation",""
"app/templates/views/api/keys/create.html:10 app/templates/views/api/keys/create.html:14","Create an API key",""
"app/templates/views/api/keys/create.html:20","Learn more in the <a href='{}'>API key documentation</a>.",""
"app/templates/views/api/keys/create.html:22","Name for this key",""
"app/templates/views/api/keys/create.html:23","Create",""
"app/templates/views/api/keys/show.html:6 app/templates/views/api/keys/show.html:13","New API key",""
"app/templates/views/api/keys/show.html:17","Copy your key to somewhere safe.",""
"app/templates/views/api/keys/show.html:20","You will not be able to see it again once you leave this page.",""
"app/templates/views/api/keys/show.html:29","Back to API keys",""
"app/templates/views/check/column-errors.html:10","a column called",""
"app/templates/views/check/column-errors.html:11","columns called",""
"app/templates/views/check/column-errors.html:14 app/templates/views/notifications/check.html:71","These messages exceed the annual limit",""
"app/templates/views/check/column-errors.html:16 app/templates/views/check/column-errors.html:18","These messages exceed your daily limit",""
"app/templates/views/check/column-errors.html:20","Check there’s a column for each variable",""
"app/templates/views/check/column-errors.html:26 app/templates/views/check/row-errors.html:14","Skip to file contents",""
